song_id,song_name,artist_name,artist_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song_code
0POtzhZLoUX2bsFatFD4rD,Bongiri koiuta,SOUTHERN ALL STARS,6HqHB2AFBXUQHQFN026oYP,2023-07-17,29,0.573,0.945,9.0,-2.142,0.0,0.054,0.0901,0.0,0.0959,0.776,153.981,259481.0,4.0,bb
1gDOmbdOhMADkmNSU9eUMb,Utae Nippon no Sora,SOUTHERN ALL STARS,6HqHB2AFBXUQHQFN026oYP,2023-08-02,23,0.525,0.641,2.0,-5.335,1.0,0.0265,0.498,0.000108,0.362,0.787,142.902,247754.0,4.0,cc
0AU7xhipAm9Saq0k8A9Iua,HANABI,Mr.Children,1qma7XhwZotCAucL7NHVLY,2008-12-10,65,0.638,0.766,1.0,-5.541,1.0,0.0268,0.157,0.0,0.124,0.595,112.005,342773.0,4.0,aa
2CbDcSVFCbMSfLMoZiAFYN,Tomorrow never knows,Mr.Children,1qma7XhwZotCAucL7NHVLY,1994-11-10,64,0.637,0.485,0.0,-10.263,1.0,0.0245,0.173,0.0,0.122,0.403,109.035,308293.0,4.0,bb
60ba7YZ3yqbCDGAkPNXzBh,名もなき詩,Mr.Children,1qma7XhwZotCAucL7NHVLY,1996-06-24,62,0.555,0.852,7.0,-5.094,1.0,0.0375,0.0417,0.0,0.2,0.7,125.898,328173.0,4.0,cc
2hXPmiqKdXcbV0L1VKnTDN,最高到達点,SEKAI NO OWARI,7HwzlRPa9Ad0I8rK0FPzzK,2023-09-17,78,0.647,0.959,6.0,-3.835,1.0,0.0477,0.0737,0.0,0.0683,0.807,132.002,227469.0,4.0,aa
2uMNMcjjUz8oNIxjIu20qE,Habit,SEKAI NO OWARI,7HwzlRPa9Ad0I8rK0FPzzK,2022-04-28,69,0.749,0.85,10.0,-5.39,0.0,0.126,0.203,0.0,0.18,0.912,117.968,253154.0,4.0,bb
4XdzCpY4Ekv5SezuuFpBDG,Dragon Night,SEKAI NO OWARI,7HwzlRPa9Ad0I8rK0FPzzK,2015-01-14,67,0.616,0.825,10.0,-4.349,1.0,0.125,0.0342,8.7e-06,0.405,0.548,124.013,229293.0,4.0,cc
3cBghvTcQNDNkW98Y4eGaP,W / X / Y,Tani Yuuki,0B1ce3uNrzkdm76NXI4mhX,2021-12-08,58,0.628,0.775,2.0,-4.479,1.0,0.0535,0.159,0.0,0.33,0.674,106.382,278119.0,3.0,aa
40gt89icqkSFqWWfMlqagb,Mouichido,Tani Yuuki,0B1ce3uNrzkdm76NXI4mhX,2022-09-21,46,0.571,0.724,11.0,-5.381,1.0,0.0381,0.00408,0.0,0.361,0.315,131.975,250767.0,4.0,bb
0aLfQ35218wQrfCwNr0woA,Okaeri,Tani Yuuki,0B1ce3uNrzkdm76NXI4mhX,2021-12-08,36,0.337,0.775,5.0,-4.134,1.0,0.0609,0.591,0.0,0.0687,0.862,167.988,225829.0,3.0,cc
0cdyZ4VMs900wQLHRIyy97,Love So Sweet,ARASHI,1XYuC1vxinTjHCNd5clB8C,2007-07-11,42,0.584,0.849,0.0,-3.983,1.0,0.0403,0.1,0.0,0.304,0.707,139.032,289846.0,4.0,aa
3MiKEHatYtQrE0QSCdVRF0,Happiness,ARASHI,1XYuC1vxinTjHCNd5clB8C,2008-04-23,37,0.591,0.915,1.0,-3.018,1.0,0.0431,0.00649,0.0,0.0825,0.712,115.012,258251.0,4.0,bb
7eYJMiwmWFwVMbx2G39GgC,One Love,ARASHI,1XYuC1vxinTjHCNd5clB8C,2021-07-16,36,0.553,0.937,10.0,-3.173,1.0,0.0461,0.194,0.0,0.405,0.693,102.982,285459.0,4.0,cc
6twDMJoG8tzwL21LQ3EEtA,Mainstream,BE:FIRST,4wCW8kZ8LL7QIdcE8EOKPP,2023-09-13,72,0.901,0.714,10.0,-3.918,1.0,0.125,0.246,0.0,0.0529,0.52,100.011,207053.0,4.0,aa
37xJCjdzJ17S1jCDz3GwsB,Boom Boom Back,BE:FIRST,4wCW8kZ8LL7QIdcE8EOKPP,2023-02-13,71,0.786,0.776,5.0,-4.553,0.0,0.0614,0.0484,0.0,0.0593,0.647,100.006,188400.0,4.0,bb
2P7T4KMNrQ7mLXERZHhWYE,Glorious,BE:FIRST,4wCW8kZ8LL7QIdcE8EOKPP,2023-11-06,69,0.607,0.825,8.0,-5.483,1.0,0.0838,0.0953,0.0,0.0813,0.283,80.942,281427.0,4.0,cc
39HrUxcvKF3jtLz7fUDWXc,First Love,Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,1999-03-10,73,0.438,0.434,7.0,-8.37,1.0,0.0371,0.122,0.0,0.15,0.195,179.913,257293.0,4.0,aa
6DaKMsQDmHMJbKYyU7AUFA,One Last Kiss,Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,2022-01-19,62,0.597,0.542,8.0,-10.703,0.0,0.0563,0.698,0.00264,0.0986,0.397,111.985,249904.0,4.0,bb
4nYtqZDscX8TLvR4p0ON1s,道,Hikaru Utada,7lbSsjYACZHn1MSDXPxNF2,2016-09-28,67,0.754,0.716,5.0,-5.125,0.0,0.0515,0.305,1.3e-06,0.114,0.397,117.087,216013.0,4.0,cc
2Bsg6EfrmEx0x0eC8v4vuG,栞,Creep Hyp,6POfB0fHdzXFLWL3RHxLv8,2018-09-26,63,0.505,0.883,6.0,-3.094,1.0,0.0481,0.0117,0.0,0.0578,0.666,100.496,261547.0,4.0,aa
0bQcCm1gmBavM1NYBxPvbe,He Is Mine,Creep Hyp,6POfB0fHdzXFLWL3RHxLv8,2010-09-08,38,0.483,0.938,2.0,-3.086,1.0,0.205,0.0211,6.54e-05,0.0653,0.439,158.183,197027.0,4.0,bb
2XvtKqNuL8vCkekyzmb8OJ,キケンナアソビ,Creep Hyp,6POfB0fHdzXFLWL3RHxLv8,2021-12-08,59,0.683,0.684,11.0,-5.325,1.0,0.0307,0.138,0.0,0.16,0.674,88.018,241213.0,4.0,cc
3IYcbagYZ9z1Svaw8B33Pd,イチブトゼンブ,B'z,7i9bNUSGORP5MIgrii3cJc,2009-11-18,61,0.564,0.94,7.0,-3.132,1.0,0.0677,0.0988,1.09e-05,0.108,0.613,109.03,249797.0,4.0,aa
4zz5dSunCrg0pmNT4ZzBf5,ultra soul,B'z,7i9bNUSGORP5MIgrii3cJc,2005-11-30,57,0.585,0.972,1.0,-4.33,0.0,0.0572,0.0027,0.133,0.323,0.706,126.559,219944.0,4.0,bb
3Ro8jrbsWu0VSk1odLLYuo,いつかのメリークリスマス,B'z,7i9bNUSGORP5MIgrii3cJc,1992-12-09,60,0.589,0.521,7.0,-7.517,1.0,0.0259,0.497,0.0,0.119,0.243,99.893,334319.0,4.0,cc
74X2u8JMVooG2QbjRxXwR8,Perfect Night,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,2023-10-27,91,0.697,0.82,5.0,-4.502,1.0,0.0308,0.1,0.0,0.0631,0.502,136.054,159080.0,4.0,aa
0bMoNdAnxNR0OuQbGDovrr,ANTIFRAGILE,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,2023-05-01,80,0.879,0.784,10.0,-3.944,0.0,0.081,0.0759,0.0,0.125,0.83,105.019,184444.0,4.0,bb
51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,2023-05-01,82,0.795,0.875,4.0,-4.079,0.0,0.0525,0.111,8.94e-05,0.107,0.375,104.008,182149.0,4.0,cc
2cErTn7DU75ZILisPP34TB,残響散歌,Aimer,0bAsR2unSRpn6BQPEnNlZm,2023-07-26,67,0.378,0.899,11.0,-4.594,1.0,0.0968,0.0181,0.0,0.158,0.454,170.88,184893.0,4.0,aa
2HovXsvcdJur52BOcYGydz,カタオモイ,Aimer,0bAsR2unSRpn6BQPEnNlZm,2016-09-21,69,0.621,0.533,1.0,-5.974,1.0,0.0342,0.78,0.0,0.333,0.791,96.981,207360.0,4.0,bb
6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),Aimer,0bAsR2unSRpn6BQPEnNlZm,2021-12-17,69,0.488,0.638,8.0,-4.502,1.0,0.058,0.0258,2.24e-05,0.12,0.713,207.906,188060.0,4.0,cc
70t7Q6AYG6ZgTYmJWcnkUM,I AM,IVE,6RHTUrRF63xao58xh9FXYJ,2023-04-10,83,0.683,0.875,4.0,-4.866,0.0,0.0549,0.0115,0.0,0.084,0.384,122.002,183853.0,4.0,aa
7uyeEbG6hyApgXuEypGcsZ,Baddie,IVE,6RHTUrRF63xao58xh9FXYJ,2023-10-13,81,0.736,0.678,5.0,-4.503,1.0,0.0464,0.0459,5.46e-06,0.104,0.757,160.045,154360.0,4.0,bb
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,6RHTUrRF63xao58xh9FXYJ,2022-08-22,80,0.68,0.922,0.0,-1.215,1.0,0.121,0.103,0.0,0.0877,0.799,125.014,176973.0,4.0,cc
66jdKha03fC7OMdkGyQHDM,Monopoly,Nogizaka46,08lN7bm4Etec8ETFxaTUmq,2023-12-06,54,0.444,0.917,5.0,-2.091,0.0,0.0366,0.0721,0.0,0.223,0.657,162.95,238187.0,4.0,aa
2JAwscGWJvCSK0HnES066Z,おひとりさま天国,Nogizaka46,08lN7bm4Etec8ETFxaTUmq,2023-08-16,55,0.585,0.918,3.0,-3.019,1.0,0.0384,0.014,0.0,0.342,0.746,125.03,255187.0,4.0,bb
4bY2oZGA5Br3pTE1Jd1IfY,月の大きさ,Nogizaka46,08lN7bm4Etec8ETFxaTUmq,2013-11-27,58,0.555,0.941,9.0,-3.294,0.0,0.0481,0.484,0.0,0.266,0.813,92.487,236293.0,4.0,cc
4SFknyjLcyTLJFPKD2m96o,How You Like That,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2020-10-02,88,0.812,0.761,11.0,-5.222,1.0,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956.0,4.0,aa
7gRFDGEzF9UkBV233yv2dc,Shut Down,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2022-09-15,76,0.818,0.69,0.0,-5.119,1.0,0.0454,0.00327,0.0,0.186,0.688,110.071,175889.0,3.0,bb
5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,2022-09-15,76,0.693,0.734,4.0,-6.189,1.0,0.202,0.0145,0.0,0.217,0.708,180.06,186964.0,4.0,cc
2VBLFxCUyFp5BfmsZpxcis,絆ノ奇跡,milet,45ft4DyTCEJfQwTBHXpdhM,2023-04-10,76,0.436,0.951,7.0,-4.748,0.0,0.202,0.0046,0.0,0.149,0.428,169.955,223320.0,4.0,aa
7FeEiAWqWScpMFnlLSUvX2,Anytime Anywhere,milet,45ft4DyTCEJfQwTBHXpdhM,2023-09-29,69,0.365,0.767,4.0,-4.107,1.0,0.0659,0.498,0.0,0.156,0.399,109.261,230450.0,5.0,bb
6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),milet,45ft4DyTCEJfQwTBHXpdhM,2021-12-17,69,0.488,0.638,8.0,-4.502,1.0,0.058,0.0258,2.24e-05,0.12,0.713,207.906,188060.0,4.0,cc
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,2023-11-03,91,0.79,0.831,11.0,-4.185,1.0,0.044,0.312,0.0,0.0797,0.872,124.987,183551.0,4.0,aa
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,2023-11-03,97,0.711,0.809,2.0,-4.389,0.0,0.0955,0.0447,0.0,0.339,0.816,106.017,206020.0,4.0,bb
01qFKNWq73UfEslI0GvumE,3D (feat. Jack Harlow),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,2023-10-02,86,0.853,0.824,1.0,-3.287,1.0,0.103,0.0322,0.0,0.0859,0.888,108.044,201812.0,4.0,cc
567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2021-07-27,85,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0,aa
100fbGocyqbBPQkTDchi2g,TOO MUCH,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2023-11-10,76,0.753,0.719,10.0,-5.607,0.0,0.199,0.264,0.0,0.154,0.474,94.977,203895.0,4.0,bb
2m6HgwjakjAXimujX8m4sk,BLEED,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2023-11-10,76,0.566,0.417,10.0,-7.025,0.0,0.0256,0.647,0.0,0.188,0.669,174.798,169990.0,3.0,cc
2fJbss5uUmmBqn7qFkmyWj,残機,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,2023-06-06,63,0.667,0.899,2.0,-2.988,1.0,0.0671,0.418,0.0,0.0967,0.826,140.954,230373.0,4.0,aa
4HgsPAX3MmMgIT60hJ4W4U,秒針を噛む,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,2019-10-29,65,0.655,0.962,1.0,-3.055,0.0,0.0443,0.0197,5.56e-06,0.253,0.775,129.902,260800.0,4.0,bb
7rzoBRR4LbJZH5t7Q6qeTn,あいつら全員同窓会,ZUTOMAYO,38WbKH6oKAZskBhqDFA8Uj,2023-06-06,61,0.724,0.925,10.0,-2.092,1.0,0.12,0.441,0.0,0.0527,0.91,130.977,254533.0,4.0,cc
7qOsSOpiL3R8RKyiBtIYNQ,SOUVENIR,BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,2022-09-29,69,0.622,0.94,2.0,-4.997,1.0,0.0413,0.0094,6.48e-06,0.0957,0.96,158.056,264127.0,4.0,aa
0vMBqdJIkmflvFk728hKH7,Sleep Walking Orchestra,BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,2023-12-11,67,0.677,0.836,1.0,-6.065,1.0,0.0283,0.00365,6.28e-05,0.235,0.83,126.983,235659.0,4.0,bb
3hRRYgBeunE3PTmnzATTS0,天体観測,BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,2002-02-20,64,0.366,0.949,1.0,-3.552,1.0,0.11,0.381,0.0,0.0902,0.467,164.979,263600.0,4.0,cc
3MR8qQiK1Bydhw9WjAzwzU,スパークル,Lilas Ikuta,1qM11R4ylJyQiPJ0DffE9z,2023-03-08,66,0.617,0.629,11.0,-4.122,1.0,0.0448,0.389,0.0,0.0798,0.603,149.858,210500.0,4.0,aa
6ts1KCOudfDYXYfyWtq0k1,おもかげ (produced by Vaundy),Lilas Ikuta,1qM11R4ylJyQiPJ0DffE9z,2021-12-17,69,0.488,0.638,8.0,-4.502,1.0,0.058,0.0258,2.24e-05,0.12,0.713,207.906,188060.0,4.0,bb
7FiTlLKW0Knj8rm7lMa9N7,ばかまじめ,Lilas Ikuta,1qM11R4ylJyQiPJ0DffE9z,2022-09-07,64,,,,,,,,,,,,,,cc
1VHL1PIkhDwWbFc65xHwOr,愛とか恋とか,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,2022-05-16,70,0.697,0.556,6.0,-5.089,1.0,0.0364,0.698,0.0,0.0991,0.404,89.987,232453.0,4.0,aa
7tGDXCPLpAScEwmqab9YZd,Walking with you,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,2018-10-03,70,0.422,0.969,7.0,-0.824,1.0,0.0591,0.00585,0.0,0.533,0.496,92.524,223187.0,4.0,bb
6sElEqOIGENWjpxGFeo5ct,ツキミソウ,Novelbright,0jWCX6zp4RjWrmZRxJ2uri,2021-04-26,65,0.504,0.645,6.0,-3.244,1.0,0.0352,0.432,0.0,0.231,0.473,77.959,312053.0,4.0,cc
6Qq8UOS6QzeSYFUVXC5wEB,何度でも,DREAMS COME TRUE,2mJOGcLR3aCHkM1uAF93or,2005-01-01,66,0.551,0.768,4.0,-5.147,1.0,0.0386,0.213,0.0,0.253,0.35,100.037,222760.0,4.0,aa
1tcEqPHAQCOKIHwUMQ2POT,LOVE LOVE LOVE,DREAMS COME TRUE,2mJOGcLR3aCHkM1uAF93or,1995-07-24,43,0.447,0.383,1.0,-10.62,1.0,0.0263,0.474,0.0,0.11,0.276,83.929,204493.0,4.0,bb
1jv8fStBVa5PTklNdKltXl,やさしいキスをして,DREAMS COME TRUE,2mJOGcLR3aCHkM1uAF93or,2004-01-01,38,0.52,0.61,7.0,-5.859,0.0,0.0266,0.161,0.0,0.153,0.255,83.939,224347.0,4.0,cc
2EmkTBTh964LQen4Vz0svg,花になって - Be a flower,Ryokuoushoku Shakai,4SJ7qRgJYNXB9Yttzs4aSa,2023-10-29,80,0.569,0.953,10.0,-2.018,0.0,0.109,0.166,5.78e-06,0.071,0.477,96.047,199333.0,3.0,aa
6IO5nn84TKArsi3cjpIqaD,Mela!,Ryokuoushoku Shakai,4SJ7qRgJYNXB9Yttzs4aSa,2020-04-13,71,0.619,0.941,8.0,-1.618,1.0,0.0584,0.0439,1.73e-05,0.318,0.624,137.967,242067.0,4.0,bb
6SwATVDZUy3jha72jDyxe2,サマータイムシンデレラ,Ryokuoushoku Shakai,4SJ7qRgJYNXB9Yttzs4aSa,2023-07-24,70,0.544,0.93,7.0,-1.974,1.0,0.0648,0.423,0.0,0.26,0.311,143.057,228920.0,4.0,cc
5Odq8ohlgIbQKMZivbWkEo,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2022-10-06,83,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487.0,4.0,aa
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2018-05-11,86,0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787.0,4.0,bb
7ztdl6cnbJgHRdMkKldkts,キセキ,GReeeeN,14T8NkbwXVZgbOvwnuGV89,2008-01-01,65,0.641,0.618,0.0,-4.269,1.0,0.0259,0.0932,0.0,0.155,0.338,90.032,271160.0,4.0,cc
7iXHLtPosbHvglVSJ4rxLq,愛唄,GReeeeN,14T8NkbwXVZgbOvwnuGV89,2007-01-01,66,0.505,0.791,8.0,-3.729,1.0,0.0308,0.0839,0.0,0.187,0.425,169.964,236253.0,4.0,aa
54HMpdV2FTXgcI0dkDzMc8,道,GReeeeN,14T8NkbwXVZgbOvwnuGV89,2007-01-01,61,0.615,0.912,10.0,-3.947,1.0,0.0384,0.217,0.0,0.212,0.612,94.983,246960.0,4.0,bb
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2023-10-13,96,0.911,0.778,5.0,-2.248,1.0,0.262,0.0887,2.16e-05,0.179,0.345,96.057,162768.0,4.0,cc
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2023-10-13,94,0.787,0.621,4.0,-5.009,0.0,0.068,0.15,0.000402,0.58,0.13,139.056,267194.0,4.0,aa
2yzshFeBIwH8tWIqHEFLeD,un x100to,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2023-08-25,87,0.571,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0,bb
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,Feid,2LRoIwlKmHjgvigdNGBHNo,2023-10-13,96,0.911,0.778,5.0,-2.248,1.0,0.262,0.0887,2.16e-05,0.179,0.345,96.057,162768.0,4.0,cc
7bywjHOc0wSjGGbj04XbVi,LUNA,Feid,2LRoIwlKmHjgvigdNGBHNo,2023-12-01,95,0.774,0.86,7.0,-2.888,0.0,0.13,0.131,0.0,0.116,0.446,100.019,196800.0,4.0,aa
1hZsWUnLbqRw09jLAMQSsb,CLASSY 101,Feid,2LRoIwlKmHjgvigdNGBHNo,2023-12-01,85,0.858,0.665,11.0,-4.772,1.0,0.152,0.126,0.0,0.119,0.659,100.09,195587.0,4.0,bb
5RqSsdzTNPX1uzkmlHCFvK,QLONA,KAROL G,790FomKkXshlbRYZFtlgla,2023-08-10,93,0.841,0.738,7.0,-7.455,0.0,0.307,0.52,0.0,0.0892,0.484,169.918,172798.0,4.0,cc
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,790FomKkXshlbRYZFtlgla,2023-02-24,90,0.92,0.696,6.0,-3.356,0.0,0.0742,0.183,0.0,0.149,0.545,106.966,170480.0,4.0,aa
54zcJnb3tp9c5OVKREZ1Is,MI EX TENÍA RAZÓN,KAROL G,790FomKkXshlbRYZFtlgla,2023-08-10,88,0.634,0.725,5.0,-4.945,0.0,0.0587,0.0776,0.0,0.211,0.795,159.845,154375.0,4.0,bb
2kz1YOhJiNubjigR1gB1VX,DILUVIO,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,2023-07-07,91,0.845,0.795,9.0,-3.502,0.0,0.0681,0.343,1.78e-05,0.224,0.681,94.969,197053.0,4.0,cc
609E1JCInJncactoMmkDon,BESO,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,2023-03-24,86,0.768,0.644,5.0,-6.671,0.0,0.136,0.736,0.000837,0.173,0.53,95.05,194543.0,4.0,aa
21N77gfWYoQDvrLvaeiQgi,BABY HELLO,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,2023-07-07,78,0.773,0.893,1.0,-3.733,0.0,0.0483,0.164,3.01e-06,0.429,0.842,130.013,222462.0,4.0,bb
6gMj2DzKR2PjrrbNSwcGFR,OA,Anuel AA,2R21vXR83lH98kGeO99Y66,2023-10-13,87,0.813,0.866,7.0,-3.239,1.0,0.0851,0.17,0.0,0.0421,0.647,99.994,235200.0,4.0,cc
15GcuHNJMf7LqwpU3N4Puw,Luces Tenues,Anuel AA,2R21vXR83lH98kGeO99Y66,2023-12-22,85,,,,,,,,,,,,,,aa
1LiN0Z98FkR1t0m8KmLcAH,Amanece,Anuel AA,2R21vXR83lH98kGeO99Y66,2018-12-14,84,0.79,0.631,8.0,-5.549,0.0,0.0425,0.437,0.0,0.158,0.889,94.039,190005.0,4.0,bb
7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,7iK8PXO48WeuP03g8YR51W,2023-03-23,94,0.708,0.737,1.0,-4.045,1.0,0.0436,0.0739,0.00162,0.0955,0.607,91.986,197920.0,4.0,cc
7iUtQNMRB8ZkKC4AmEuCJC,LA FALDA,Myke Towers,7iK8PXO48WeuP03g8YR51W,2023-11-23,89,0.8,0.738,7.0,-4.26,1.0,0.0691,0.372,0.00877,0.19,0.267,103.008,174230.0,4.0,aa
4PA1wK0leCjmRZlP5dQ8Lv,El Cielo,Myke Towers,7iK8PXO48WeuP03g8YR51W,2023-06-02,86,0.715,0.642,10.0,-7.492,0.0,0.0515,0.0687,0.0,0.0997,0.169,105.964,191321.0,4.0,bb
0DWdj2oZMBFSzRsi2Cvfzf,TQG,Shakira,0EmeFodog0BfCgMzAIvKQp,2023-02-24,89,0.72,0.63,4.0,-3.547,0.0,0.277,0.673,0.0,0.0936,0.607,179.974,199440.0,4.0,cc
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,0EmeFodog0BfCgMzAIvKQp,2005-11-28,87,0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,218093.0,4.0,aa
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",Shakira,0EmeFodog0BfCgMzAIvKQp,2023-01-11,86,0.778,0.632,2.0,-5.6,0.0,0.0493,0.274,0.0,0.0915,0.498,122.104,218289.0,4.0,bb
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,2022-10-07,87,0.901,0.589,1.0,-6.713,0.0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600.0,4.0,cc
6C1RD7YQVvt3YQj0CmuTeu,Diles,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,2016-08-26,82,0.813,0.56,2.0,-5.904,0.0,0.0618,0.108,0.0,0.268,0.287,118.033,286041.0,4.0,aa
3j5zNcb0aSk7dx3W3mAKzw,Pa Ti Estoy,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,2023-11-17,81,,,,,,,,,,,,,,bb
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,2004-07-13,85,0.852,0.797,0.0,-6.543,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600.0,4.0,cc
69vlMrzHwATKzupwNcUPyK,La Santa,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,2020-02-29,82,0.744,0.868,1.0,-4.524,1.0,0.047,0.0326,0.0,0.0822,0.586,93.037,206420.0,4.0,aa
26QKsGW4hMuwiEE1ftUMHe,"Lo Que Pasó, Pasó",Daddy Yankee,4VMYDCV2IEDYJArk749S6m,2004-07-13,82,0.819,0.741,8.0,-6.538,0.0,0.0412,0.104,0.0,0.283,0.84,97.014,210933.0,4.0,bb
4khWEpnaijN0G1x019Uzdr,No Se Va,Morat,5C4PDR4LnhZTbVnKWXuDKD,2018-10-25,82,0.734,0.685,0.0,-5.37,1.0,0.0453,0.117,0.0,0.109,0.754,92.042,216753.0,4.0,cc
71iAechwVKGu26pahzFL0k,Cuando Nadie Ve,Morat,5C4PDR4LnhZTbVnKWXuDKD,2018-10-25,81,0.806,0.778,1.0,-4.577,0.0,0.0616,0.133,0.0,0.218,0.84,95.993,219587.0,4.0,aa
1mlGScrDQqHqmhdIqE8MmA,Besos En Guerra,Morat,5C4PDR4LnhZTbVnKWXuDKD,2018-10-25,80,0.69,0.973,2.0,-3.588,1.0,0.0492,0.126,0.0,0.101,0.772,143.957,231533.0,4.0,bb
6VciS3dRMpZhJiDxT8ArFi,"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,716NhGYqD1jl2wI1Qkgq36,2024-01-10,90,,,,,,,,,,,,,,cc
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,716NhGYqD1jl2wI1Qkgq36,2022-07-06,88,0.621,0.782,2.0,-5.548,1.0,0.044,0.0125,0.033,0.23,0.55,128.033,198938.0,4.0,aa
4SW9gHnW8NfKOdqmh0ij45,Fruto,Bizarrap,716NhGYqD1jl2wI1Qkgq36,2023-10-04,86,0.801,0.517,2.0,-8.205,0.0,0.269,0.494,1.45e-06,0.355,0.923,160.254,133969.0,4.0,bb
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2019-06-28,86,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573.0,4.0,cc
2beS6dD5rovBxSA1zYoSHR,No Me Conoce - Remix,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2019-05-24,84,0.804,0.787,10.0,-3.824,0.0,0.0746,0.14,0.0,0.0927,0.562,91.974,309120.0,4.0,aa
7hynhxDoDpgMIV12JuVtNa,UN PESO,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,2019-06-28,81,0.627,0.675,5.0,-7.125,0.0,0.213,0.125,0.0,0.0784,0.961,79.31,277107.0,4.0,bb
6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,52iwsT98xCoGgiGntTiR7K,2023-07-07,93,0.668,0.712,5.0,-5.927,1.0,0.0381,0.369,2.13e-05,0.108,0.264,100.02,186000.0,4.0,cc
