,artist,song_name,song_id,release_date,release_date_precision,popularity
267,The Kid LAROI,STAY (with Justin Bieber),567e29TDzLwZwfDuEpGTwo,2021-07-27,day,85
268,The Kid LAROI,TOO MUCH,100fbGocyqbBPQkTDchi2g,2023-11-10,day,76
269,The Kid LAROI,BLEED,2m6HgwjakjAXimujX8m4sk,2023-11-10,day,76
270,ZUTOMAYO,残機,2fJbss5uUmmBqn7qFkmyWj,2023-06-06,day,63
271,ZUTOMAYO,秒針を噛む,4HgsPAX3MmMgIT60hJ4W4U,2019-10-29,day,65
272,ZUTOMAYO,あいつら全員同窓会,7rzoBRR4LbJZH5t7Q6qeTn,2023-06-06,day,61
273,BUMP OF CHICKEN,SOUVENIR,7qOsSOpiL3R8RKyiBtIYNQ,2022-09-29,day,69
274,BUMP OF CHICKEN,Sleep Walking Orchestra,0vMBqdJIkmflvFk728hKH7,2023-12-11,day,67
275,BUMP OF CHICKEN,天体観測,3hRRYgBeunE3PTmnzATTS0,2002-02-20,day,64
276,Lilas Ikuta,スパークル,3MR8qQiK1Bydhw9WjAzwzU,2023-03-08,day,66
277,Lilas Ikuta,おもかげ (produced by Vaundy),6ts1KCOudfDYXYfyWtq0k1,2021-12-17,day,69
278,Lilas Ikuta,ばかまじめ,7FiTlLKW0Knj8rm7lMa9N7,2022-09-07,day,64
279,Novelbright,愛とか恋とか,1VHL1PIkhDwWbFc65xHwOr,2022-05-16,day,70
280,Novelbright,Walking with you,7tGDXCPLpAScEwmqab9YZd,2018-10-03,day,70
281,Novelbright,ツキミソウ,6sElEqOIGENWjpxGFeo5ct,2021-04-26,day,65
282,DREAMS COME TRUE,何度でも,6Qq8UOS6QzeSYFUVXC5wEB,2005-01-01,day,66
283,DREAMS COME TRUE,LOVE LOVE LOVE,1tcEqPHAQCOKIHwUMQ2POT,1995-07-24,day,43
284,DREAMS COME TRUE,やさしいキスをして,1jv8fStBVa5PTklNdKltXl,2004-01-01,day,38
285,Ryokuoushoku Shakai,花になって - Be a flower,2EmkTBTh964LQen4Vz0svg,2023-10-29,day,80
286,Ryokuoushoku Shakai,Mela!,6IO5nn84TKArsi3cjpIqaD,2020-04-13,day,71
287,Ryokuoushoku Shakai,サマータイムシンデレラ,6SwATVDZUy3jha72jDyxe2,2023-07-24,day,70
288,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),5Odq8ohlgIbQKMZivbWkEo,2022-10-06,day,83
289,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,2018-05-11,day,86
290,Charlie Puth,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,2015,year,85
291,GReeeeN,キセキ,7ztdl6cnbJgHRdMkKldkts,2008-01-01,day,65
292,GReeeeN,愛唄,7iXHLtPosbHvglVSJ4rxLq,2007-01-01,day,66
293,GReeeeN,道,54HMpdV2FTXgcI0dkDzMc8,2007-01-01,day,61
294,Bad Bunny,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,2023-10-13,day,96
295,Bad Bunny,MONACO,4MjDJD8cW7iVeWInc2Bdyj,2023-10-13,day,94
296,Bad Bunny,un x100to,2yzshFeBIwH8tWIqHEFLeD,2023-08-25,day,87
297,Feid,PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,2023-10-13,day,96
298,Feid,LUNA,7bywjHOc0wSjGGbj04XbVi,2023-12-01,day,95
299,Feid,CLASSY 101,1hZsWUnLbqRw09jLAMQSsb,2023-12-01,day,85
300,KAROL G,QLONA,5RqSsdzTNPX1uzkmlHCFvK,2023-08-10,day,93
301,KAROL G,AMARGURA,505v13epFXodT9fVAJ6h8k,2023-02-24,day,90
302,KAROL G,MI EX TENÍA RAZÓN,54zcJnb3tp9c5OVKREZ1Is,2023-08-10,day,88
303,Rauw Alejandro,DILUVIO,2kz1YOhJiNubjigR1gB1VX,2023-07-07,day,91
304,Rauw Alejandro,BESO,609E1JCInJncactoMmkDon,2023-03-24,day,86
305,Rauw Alejandro,BABY HELLO,21N77gfWYoQDvrLvaeiQgi,2023-07-07,day,78
306,Anuel AA,OA,6gMj2DzKR2PjrrbNSwcGFR,2023-10-13,day,87
307,Anuel AA,Luces Tenues,15GcuHNJMf7LqwpU3N4Puw,2023-12-22,day,85
308,Anuel AA,Amanece,1LiN0Z98FkR1t0m8KmLcAH,2018-12-14,day,84
309,Myke Towers,LALA,7ABLbnD53cQK00mhcaOUVG,2023-03-23,day,94
310,Myke Towers,LA FALDA,7iUtQNMRB8ZkKC4AmEuCJC,2023-11-23,day,89
311,Myke Towers,El Cielo,4PA1wK0leCjmRZlP5dQ8Lv,2023-06-02,day,86
312,Shakira,TQG,0DWdj2oZMBFSzRsi2Cvfzf,2023-02-24,day,89
313,Shakira,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,2005-11-28,day,87
314,Shakira,"Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe,2023-01-11,day,86
315,Ozuna,Hey Mor,1zsPaEkglFvxjAhrM8yhpr,2022-10-07,day,87
316,Ozuna,Diles,6C1RD7YQVvt3YQj0CmuTeu,2016-08-26,day,82
317,Ozuna,Pa Ti Estoy,3j5zNcb0aSk7dx3W3mAKzw,2023-11-17,day,81
318,Daddy Yankee,Gasolina,228BxWXUYQPJrJYHDLOHkj,2004-07-13,day,85
319,Daddy Yankee,La Santa,69vlMrzHwATKzupwNcUPyK,2020-02-29,day,82
320,Daddy Yankee,"Lo Que Pasó, Pasó",26QKsGW4hMuwiEE1ftUMHe,2004-07-13,day,82
321,Morat,No Se Va,4khWEpnaijN0G1x019Uzdr,2018-10-25,day,82
322,Morat,Cuando Nadie Ve,71iAechwVKGu26pahzFL0k,2018-10-25,day,81
323,Morat,Besos En Guerra,1mlGScrDQqHqmhdIqE8MmA,2018-10-25,day,80
324,Bizarrap,"Young Miko: Bzrp Music Sessions, Vol. 58",6VciS3dRMpZhJiDxT8ArFi,2024-01-10,day,90
325,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,2022-07-06,day,88
326,Bizarrap,Fruto,4SW9gHnW8NfKOdqmh0ij45,2023-10-04,day,86
327,J Balvin,LA CANCIÓN,0fea68AdmYNygeTGI4RC18,2019-06-28,day,86
328,J Balvin,No Me Conoce - Remix,2beS6dD5rovBxSA1zYoSHR,2019-05-24,day,84
329,J Balvin,UN PESO,7hynhxDoDpgMIV12JuVtNa,2019-06-28,day,81
330,Quevedo,Columbia,6XbtvPmIpyCbjuT0e8cQtp,2023-07-07,day,93
331,Quevedo,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,2022-07-06,day,88
332,Quevedo,OA,6gMj2DzKR2PjrrbNSwcGFR,2023-10-13,day,87
333,Duki,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,2023-06-01,day,86
334,Duki,Marisola - Remix,0NO2zL0kw8sGGnaMvHKAZF,2022-12-15,day,79
335,Duki,She Don't Give a Fo,03a359wbiUsjN9h6yzXvmS,2018-03-12,day,79
336,Grupo 5,Amor Vuelve - (En Vivo),29QkpKsdxiChq3xsmu5VDG,2023-05-26,day,63
337,Grupo 5,Motor Y Motivo,2yjHvbMtfyoXXJYpsR3rYP,2005-01-31,day,65
338,Grupo 5,El Ritmo de Mi Corazón,3SQRqRJ4xl2FZ8B5eswvvU,2020-08-07,day,63
339,Mora,LA INOCENTE,5jt25aFjW2kNoBqaEVaz5W,2022-04-01,day,87
340,Mora,REINA,0QRHOAeU8JRaVVn3UoZBih,2023-08-28,day,85
341,Mora,HIBIKI,4qSEvFGCpde73gqIuq3sho,2023-10-13,day,85
342,Maluma,Según Quién,4bw8mcDUSRWfQo63ZTYRnU,2023-08-25,day,91
343,Maluma,OA,6gMj2DzKR2PjrrbNSwcGFR,2023-10-13,day,87
344,Maluma,COCO LOCO,0XjX9s0XWOKZc8PLuW02wJ,2023-08-25,day,74
345,Marshmello,HARLEY QUINN,6CvTEtGagmzQvkUzzyKR9k,2023-10-20,day,95
346,Marshmello,Happier,7BqHUALzNBTanL6OvsqmC1,2018-08-17,day,87
347,Marshmello,El Merengue,5KbBVSj6AJZ5662fO8EYFh,2023-11-03,day,78
348,Eladio Carrion,Coco Chanel,0PB0O24JqAuNdOAFVJljMS,2023-03-17,day,84
349,Eladio Carrion,THUNDER Y LIGHTNING,4pcafPzLDSqQktqSpxHL3E,2023-10-13,day,81
350,Eladio Carrion,TQMQA,6FvMc0dfKvSbzFmqfT1GoG,2023-12-14,day,80
351,Sebastian Yatra,VAGABUNDO,1MB8kTH7VKvAMfL9SHgJmG,2023-05-12,day,86
352,Sebastian Yatra,Tacones Rojos,6ylDpki1VpIsc525KC1ojF,2022-01-28,day,78
353,Sebastian Yatra,Pareja Del Año,655JkvIwu2rDCaD1hPf04g,2022-01-28,day,78
354,Rels B,Por Dentro,671fHUAB2n0MocazS1bMB8,2023-11-23,day,86
355,Rels B,cómo dormiste?,3fjN3y5x4hN53rykAN2LHQ,2022-08-04,day,84
356,Rels B,A Mí,7MmrcXVA7A5zZ2CbDuGHNa,2019-02-21,day,84
357,Jhayco,Holanda,6irysuQyZWd7Bjj7ePiOs2,2023-07-28,day,87
358,Jhayco,DÁKITI,4MzXwWMhyBbmu6hOcLVD49,2020-11-27,day,79
359,Jhayco,No Me Conoce - Remix,2beS6dD5rovBxSA1zYoSHR,2019-05-24,day,84
360,Maria Becerra,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,2023-06-01,day,86
361,Maria Becerra,CORAZÓN VACÍO,3oNnzH6hmqIGIhJ1NcHlrh,2023-06-22,day,83
362,Maria Becerra,El Amor de Mi Vida,1zgTTXWby9R40Gj9rHgH8e,2023-08-17,day,83
363,Eslabon Armado,Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,2023-04-28,day,86
364,Eslabon Armado,Jugaste y Sufrí,3NqBxTOMCJ3zW9CIP51td4,2020-12-18,day,79
365,Eslabon Armado,Así Lo Quiso Dios,6X5WZbJzXtk6aO03HlxuZ9,2023-04-28,day,78
366,Taiu,Rara Vez,7MVIfkyzuUmQ716j8U7yGR,2023-02-08,day,87
367,Taiu,Mamichula - con Nicki Nicole,0TUW9faHNaBmi89wsYGp9y,2020-07-23,day,81
368,Taiu,Imposible,0et5kHSyE7vNPbysINU6vy,2023-09-01,day,50
369,Arcángel,ALV,32hCeeK3ayPux4UauNPsgA,2023-11-17,day,85
370,Arcángel,La Jumpa,2mnXxnrX5vCGolNkaFvVeM,2022-12-01,day,80
371,Arcángel,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),6NSMQFKgjpQb0KkjMDYIK0,2016-09-30,day,80
372,Grupo Frontera,EL AMOR DE SU VIDA,0O3U5iwTbiXCREMkvotJuN,2023-08-25,day,91
373,Grupo Frontera,un x100to,2yzshFeBIwH8tWIqHEFLeD,2023-08-25,day,87
374,Grupo Frontera,QUE VUELVAS,5HR7yfhSCeoOHRQN05XnZQ,2023-08-25,day,85
375,Paulo Londra,Nena Maldición (feat. Lenny Tavárez),77dMSg2VHi2wwXjXNrmcrZ,2019-05-23,day,79
376,Paulo Londra,Tal Vez,5jW3rF4URMdK7tO2xjS5EI,2019-05-23,day,79
377,Paulo Londra,Adan y Eva,132ALUzVLmqYB4UsBj5qD6,2019-05-23,day,77
378,TINI,La_Original.mp3,6Es8Sk3xe1HiJ2MXCfHHwR,2023-11-03,day,84
379,TINI,Cupido,04ndZkbKGthTgYSv3xS7en,2023-02-16,day,78
380,TINI,Por el Resto de Tu Vida,40vzZFWG1h60TdZPuxuX3Y,2023-01-27,day,80
381,Young Miko,CLASSY 101,1hZsWUnLbqRw09jLAMQSsb,2023-12-01,day,85
382,Young Miko,"Young Miko: Bzrp Music Sessions, Vol. 58",6VciS3dRMpZhJiDxT8ArFi,2024-01-10,day,90
383,Young Miko,FINA,3nNmRE0DxHC6ZaKkrpUumS,2023-10-13,day,88
384,Big One,Un Finde | CROSSOVER #2,3tiJUOfAEqIrLFRQgGgdoY,2023-04-04,day,86
385,Big One,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,2023-06-01,day,86
386,Big One,Mentiras | CROSSOVER #3,6Z28dALKtAgZ7AZRfjMQjY,2023-07-25,day,81
387,Armonia 10,Serpiente,2OXYYCVlDZfiVtktj00ul5,2008-05-28,day,63
388,Armonia 10,Dios Mio Has Que Me Enamore,5PV7NrmlRjK6aSRBZ0jMkQ,2001-11-01,day,61
389,Armonia 10,Siempre Pierdo En El Amor,2Kd77oLlsoQawZSf9p8FGz,1996-01-01,day,60
390,Agua Marina,Tu Amor Fue una Mentira,6BnqTZLQNh3bLSuGOHqLoa,1997-01-01,day,64
391,Agua Marina,Así Es el Amor,1fVoqge1eN65jXbw9SfsXc,2001-01-01,day,59
392,Agua Marina,Basta Ya Mi Amor,5JVXtZWMJctzAscZASJpa7,1996-10-01,day,59
393,Sech,Volando - Remix,0G2zPzWqVjR68iNPmx2TBe,2021-07-08,day,79
394,Sech,Ignorantes,38RIEav39FGi86jppxO0du,2020-02-29,day,73
395,Sech,Porno,34ZngZgo8xicbt1EE8Ob8Z,2019-10-11,day,75
396,Don Omar,Danza Kuduro,6DXLO8LndZMVOHM0wNbpzg,2010-01-01,day,78
397,Don Omar,Dile,69Ej1xrGjOcHvIMtMKxK0G,2003-01-01,day,85
398,Don Omar,Salió El Sol,48NXpYRuvv9izul4oXhqS9,2006-01-01,day,81
399,Chencho Corleone,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,2022-05-06,day,89
400,Chencho Corleone,Corazón Roto pt. 3,3LzAFrnO7CxaeBgtQhHsAP,2023-09-08,day,84
401,Chencho Corleone,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,2021-12-10,day,81
402,Reik,El Correcto,4tYgQrGwhpvjfq4ryajgUo,2023-10-20,day,81
403,Reik,Yo Quisiera,2GSr8anleCXKLNjjjijoMZ,2005-03-02,day,78
404,Reik,Ya Me Enteré,0lPXFrKyl8HkdQ2E6NmNja,2016-06-17,day,78
405,Tiago PZK,Los del Espacio,1Hs1uUl8o2VtDp1DABFq0O,2023-06-01,day,86
406,Tiago PZK,Una Foto Remix (feat. Emilia),1kqH58eGh2ZTOHwqBIB2tM,2024-01-05,day,85
407,Tiago PZK,"Tiago PZK: Bzrp Music Sessions, Vol. 48",6VAS7m73rDopQe7BdrFMpD,2021-12-29,day,78
408,Danny Ocean,Me Rehúso,6ifUES3keWjwXgae8pXI3o,2019-03-22,day,83
409,Danny Ocean,Mónaco,3HgvO4B5LLmdPOT2d8cSZd,2021-05-28,day,81
410,Danny Ocean,Fuera del mercado,1UdzJEpgJxtuXAlCOvD4S0,2022-02-17,day,81
411,Yandel,Yandel 150,4FAKtPVycI4DxoOHC01YqD,2023-01-13,day,84
412,Yandel,CORLEONE,4PxuQB2bwMFyP6qjHDBsmb,2023-12-22,day,70
413,Yandel,Yankee 150,28BSTgZH1ckI8Xfy8LXaRz,2023-06-16,day,77
414,Wisin & Yandel,Besos Moja2,6OzUIp8KjuwxJnCWkXp1uL,2022-12-01,day,80
415,Wisin & Yandel,Noche De Sexo,4kAtRwNRLMKuoCbxMSxUGI,2005-01-01,day,77
416,Wisin & Yandel,Noche De Entierro,6ksWMnPcHNyNoNf3y1BQCO,2006-09-25,day,76
417,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,2018-05-11,day,84
418,Piso 21,Te Vi,059bcIhyc2SBwm6sw2AZzd,2018-12-14,day,81
419,Piso 21,Pa' Olvidarme De Ella,3lR4O0vtkhCAvVEUEWUL0S,2021-03-18,day,78
420,Luis Miguel,Ahora Te Puedes Marchar,1uKjQoh8JZj9ryuYRhpd7E,1987-07-15,day,82
421,Luis Miguel,La Incondicional,6F9yAYUaNbUhdlQyt5uZ3b,1988-11-25,day,80
422,Luis Miguel,La Media Vuelta,1lKI9y1DL6QnYTZguVmACX,1994-08-30,day,80
423,Camilo,Ni Me Debes Ni Te Debo,3Zin1vaMx7PjFWIOBTE4FM,2023-05-19,day,81
424,Camilo,La Mitad,63Zaf8Rci6eOUPqDQ4fUFx,2020-04-17,day,77
425,Camilo,Vida de Rico,4nTduFjaTmGysc9WKNuCcs,2021-03-04,day,73
426,Nicki Nicole,Una Foto Remix (feat. Emilia),1kqH58eGh2ZTOHwqBIB2tM,2024-01-05,day,85
427,Nicki Nicole,X ESO BB,3nr6dW6yGOd6UX3KOpkbMZ,2023-08-10,day,82
428,Nicki Nicole,DISPARA ***,6r0TaoZh1Oc1KkuL4rC1kB,2023-05-18,day,79
429,Morgan Wallen,Last Night,7K3BhSpAxZBznislvUMVtn,2023-03-03,day,86
430,Morgan Wallen,Thinkin’ Bout Me,0PAcdVzhPO4gq1Iym9ESnK,2023-03-03,day,87
431,Morgan Wallen,You Proof,5W4kiM2cUYBJXKRudNyxjW,2023-03-03,day,84
432,Luke Combs,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,2023-03-24,day,88
433,Luke Combs,The Kind of Love We Make,48UKTR66uUOT9LaUvooTNx,2022-06-24,day,82
434,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,2018-06-01,day,83
435,Zach Bryan,I Remember Everything (feat. Kacey Musgraves),4KULAymBBJcPRpk1yO4dOG,2023-08-25,day,93
436,Zach Bryan,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,2022-04-22,day,91
437,Zach Bryan,Heading South,2Dct3GykKZ58hpWRFfe2Qd,2019-09-30,day,86
438,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,2017-04-07,day,88
439,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,2016-07-29,day,86
440,The Chainsmokers,Jungle,0OvO2X2Q3i98dc5RcgEN3x,2023-09-22,day,83
441,The Wiggles,Hot Potato,0TQp3SpfrkWtGCyJJgMbHW,1994-03-12,day,66
442,The Wiggles,Rock-a-Bye Your Bear,5V0hwPnZnYroTZN7ZhZE2J,2013-02-01,day,65
443,The Wiggles,"Head, Shoulders, Knees and Toes",7toZuecF36JJeBq1faE2Xt,2017-02-17,day,63
444,Sam Smith,Unholy (feat. Kim Petras),0NZPBYD5qbEWRs3PrGiRkT,2023-01-27,day,82
445,Sam Smith,Too Good At Goodbyes,1mXVgsBdtIVeCLJnSnmtdV,2017-11-03,day,87
446,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,2014-05-26,day,87
447,XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,2017-08-25,day,88
448,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,2018-03-16,day,86
449,XXXTENTACION,Fuck Love,7AQim7LbvFVZJE3O8TYgf2,2017-08-25,day,86
450,Frank Ocean,Pink + White,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,day,91
451,Frank Ocean,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,day,86
452,Frank Ocean,Lost,3GZD6HmiNUhxXYf8Gch723,2012-07-10,day,86
453,Kabza De Small,"Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)",6Kijtp0DB6VwcoJIw7PJ9W,2023-10-27,day,73
454,Kabza De Small,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)",7ko9EAsZ2N1ZpEBlMUkR3J,2023-05-19,day,61
455,Kabza De Small,Abalele,2qxgejJTaZIHNSHDD22Uhl,2021-09-17,day,60
456,DJ Maphorisa,"Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)",6Kijtp0DB6VwcoJIw7PJ9W,2023-10-27,day,73
457,DJ Maphorisa,Particula,2dIiGOrFEcADygUXWSsbzb,2017-11-17,day,50
458,DJ Maphorisa,"Nana Thula (feat. Njelic, Young Stunna, Nkosazana Daughter & Xolani Guitar)",7ko9EAsZ2N1ZpEBlMUkR3J,2023-05-19,day,61
459,Sjava,Uthando,7ssA6kQHkrNSNx4ZLiTV8V,2023-12-08,day,60
460,Sjava,Umbayimbayi,1bmZLmDu9jkzwHInzPsYLD,2023-05-12,day,54
461,Sjava,Sayona,05A1KzxTLvShctiD0Bsydd,2023-05-12,day,55
462,Kelvin Momo,Amalobolo,6SYd9stPpCzbuLAeU3FR9K,2023-12-08,day,66
463,Kelvin Momo,"Maye Maye (feat. Azana, Stixx)",710qLZ4WOxBj7ZaVbVJtkh,2023-12-01,day,60
464,Kelvin Momo,Uthando,7ssA6kQHkrNSNx4ZLiTV8V,2023-12-08,day,60
465,Mellow & Sleazy,Imnandi lento (feat. Tman Xpress),3oPYVnm0LsmAQ4RobrRS29,2023-12-15,day,50
466,Mellow & Sleazy,Wang Compromisa (feat. Focalistic & Makhekhe Jr),7wyxymLTOjYzcMfqd9jTDV,2023-12-15,day,60
467,Mellow & Sleazy,Wena Wa Pallwa (feat. Ch'cco & LeeMcKrazy),5O677N09WkpiDFluKb1fXh,2023-07-14,day,60
468,Nasty C,Particula,2dIiGOrFEcADygUXWSsbzb,2017-11-17,day,50
469,Nasty C,Said,0AWnrLw8H8wE6edp5Z2ibI,2017-09-08,day,56
470,Nasty C,No More,4GVQOvxTqXPLJ1rHvP0SwZ,2023-09-15,day,51
471,AKA,Lemons (Lemonade),2THbHmoRIjbGQgP0HylMbx,2023-02-24,day,53
472,AKA,"All Eyes on Me (feat. Burna Boy, Da L.E.S. & JR)",6oAWlzrEbXFis7Z0kyeX0h,2014-07-07,day,53
473,AKA,Company (Remix),0608p0wvaTJbwD76vMF0Jh,2023-12-08,day,52
474,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,2018-10-19,day,83
475,Summer Walker,prove it,5wttBUDyaHAR5q9fYnN3YF,2024-01-12,day,82
476,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,2019-10-04,day,80
477,Tyler ICU,"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",5tpft20jhQvRlG3O7XfwWy,2023-04-28,day,74
478,Tyler ICU,Dalie (feat. Baby S.O.N),4URabg9AGHasjFEVdTbWcC,2023-10-11,day,73
479,Tyler ICU,"Mnike (Radio Edit) (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",5OnDiLZlKXnBlBk2nCC9xE,2023-06-02,day,58
480,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,2020-02-07,day,86
481,Brent Faiyaz,Poison,5NijSs5dAwaIybq1GaRTIe,2016-08-03,day,84
482,Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,day,84
483,Joyous Celebration,Ndenzel' Uncedo Hymn 377 - Live,3BTszrSLAt9f11eWeHNTTc,2021-03-26,day,53
484,Joyous Celebration,Yesu Wena UnguMhlobo - Live,3j3Jn0bcG8rzliG4vHBYCa,2019-04-05,day,52
485,Joyous Celebration,Hallelujah Nkateko (Lihle's Version) - Live,5RERHb5WKrWUKoqZniCpiJ,2015-03-02,day,52
486,Gunna,fukumean,4rXLjWdF2ZZpXCVTfWcshS,2023-06-16,day,93
487,Gunna,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,2018-10-05,day,86
488,Gunna,Lemonade (feat. NAV),1p0rEzrK7YtdRZVtiyV7RN,2020-08-28,day,81
489,Aymos,Izenzo,3pImmSzeKex5ffzsDoaL3z,2023-08-25,day,68
490,Aymos,Isgubhu,1ng4byy7mejezJ08hs4P7R,2023-10-13,day,57
491,Aymos,Fatela,58u8z6ia8GTm9yZlkmtCtV,2022-10-28,day,58
492,A-Reece,VING RHAMES,4I2OqJ0qap2HFxq3JlTION,2023-10-20,day,50
493,A-Reece,WEST AFRICA TIME,2sj4rMabpUWzy6xATdkM0u,2023-10-20,day,49
494,A-Reece,ONE TIME,7uloC7Sgo5KNFKrgRepyhJ,2023-10-20,day,48
495,Inkabi Zezwe,Umbayimbayi,1bmZLmDu9jkzwHInzPsYLD,2023-05-12,day,54
496,Inkabi Zezwe,Sayona,05A1KzxTLvShctiD0Bsydd,2023-05-12,day,55
497,Inkabi Zezwe,Khaya Lami,0KG5PG0nz6MmKLbDWtmpdk,2023-05-12,day,50
498,Khalid,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,2018-04-19,day,91
499,Khalid,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,2018-12-07,day,82
500,Khalid,Silence,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,day,84
501,Murumba Pitch,Hamba Juba,4k5FlWz3dfhyQzmRpVPZsW,2023-02-17,day,61
502,Murumba Pitch,Wena Dali,4hDjmMljGvNZuYUXw1HWw3,2022-11-04,day,56
503,Murumba Pitch,Esangweni,1kKltSWkRUTB7LYVFJXS2w,2022-11-04,day,55
504,Spirit Of Praise,Thath'Indawo (Live),7wcjeveluiW5djtxLCxNSx,2022-09-16,day,57
505,Spirit Of Praise,Moy’ Oyingcwele (Live),0yAyBZ0S4Pnaz2cH4K1w1b,2023-09-15,day,48
506,Spirit Of Praise,Elshadai Adonai Medley (Live),6Cu35kyDyoWUioEWyiYTpS,2014-11-07,day,49
507,Mas Musiq,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),1CrwpdodnkXcjPSrg8kw9g,2023-04-21,day,54
508,Mas Musiq,Sengizwile (feat. Aymos & Young Stunna),3PdO57q0KLWkfWXsXQJlV6,2021-10-01,day,58
509,Mas Musiq,"Uzozisola (feat. Aymos, Kabza De Small & DJ Maphorisa)",1juCUMeUqFP7oId0SR2Yfg,2021-10-01,day,49
510,Young Stunna,uNonkosi (feat. Deeper Phil & Mfundo Da DJ),33PDDaCzc8AM8J5EKjO7v2,2023-08-18,day,59
511,Young Stunna,SETE (feat. Young Stunna & Blxckie),65NAMIdsZkxYIM5ui8SJSw,2022-09-16,day,54
512,Young Stunna,Sengizwile (feat. Aymos & Young Stunna),3PdO57q0KLWkfWXsXQJlV6,2021-10-01,day,58
513,2 Chainz,We Own It (Fast & Furious),2OQJKTtrH482waGFmOfJni,2013-01-01,day,72
514,2 Chainz,Presha,2tvYu1CPNCTmViowWzGw86,2023-11-17,day,63
515,2 Chainz,Long Story Short,6LVNGPtSPpc4KDFjvLS8c1,2023-11-17,day,64
516,Young Thug,Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J,2022-12-02,day,89
517,Young Thug,pop ur shit,47yD0e9MCRIB8dgUXPfyW3,2024-01-12,day,83
518,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],4ea9w8c4ROqiZpJVhfBA3m,2019-12-20,day,78
519,Daliwonga,Gangnam Style (feat. DJ Maphorisa & Kabza De Small),1CrwpdodnkXcjPSrg8kw9g,2023-04-21,day,54
520,Daliwonga,Abo Mvelo (feat. Mellow & Sleazy & M.J),0Ek5bneviajgSzZGonWfds,2022-03-18,day,58
521,Daliwonga,Kunkra (feat. Xduppy & ShaunMusiq & Ftears),3js04Z5R4L1ZvtLPopSG8l,2023-06-16,day,58
522,Lil Uzi Vert,Everybody (feat. Lil Uzi Vert),5ZJGv7aGdIr9IGpxzSG18T,2023-12-08,day,88
523,Lil Uzi Vert,Lucid Dreams (feat. Lil Uzi Vert) - Remix,1jKlRcH7X78ps1yKBTWyUV,2021-05-28,day,65
524,Lil Uzi Vert,Just Wanna Rock,4Ls53fBNVfaXTROBi6X8Hw,2023-06-30,day,81
525,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,2020-02-14,day,82
